SYMBOL	ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DZIP3	ENSG00000198919	8468.914699	-0.818106765	0.215518629	-3.795990948	0.000147055	0.003284918
GLS2	ENSG00000135423	611.7091697	-0.816457461	0.240922876	-3.388874789	0.0007018	0.011485749
ANKRD54	ENSG00000100124	5732.782147	-0.815571621	0.226801205	-3.595975705	0.000323178	0.006218477
LINC00894	ENSG00000235703	1471.132539	-0.815478596	0.196848666	-4.142667624	3.43E-05	0.001014642
ASCL1	ENSG00000139352	295.3426691	-0.815108583	0.232274261	-3.509250577	0.000449371	0.008103802
NA	ENSG00000275454	168.9309792	-0.814436776	0.280893035	-2.899455215	0.003738117	0.041587651
HMGN3	ENSG00000118418	20930.83903	-0.814397605	0.159380793	-5.109760014	3.23E-07	2.16E-05
PAQR7	ENSG00000182749	3625.635456	-0.814198041	0.263713692	-3.087431811	0.002018941	0.026346904
CACNA1F	ENSG00000102001	625.9470986	-0.813403696	0.275297607	-2.954634101	0.003130401	0.036426021
ZNF214	ENSG00000149050	608.2370856	-0.812621189	0.282653629	-2.874971713	0.004040637	0.044094714
ZNF19	ENSG00000157429	1322.752685	-0.811940413	0.19746867	-4.111742953	3.93E-05	0.001127076
PLAAT5	ENSG00000168004	136.6164399	-0.811901202	0.271079702	-2.995064532	0.002743868	0.033091943
LZTFL1	ENSG00000163818	6197.214119	-0.811713245	0.201431875	-4.029715975	5.58E-05	0.001501069
PLA2G12B	ENSG00000138308	102.9041149	-0.811476693	0.267322914	-3.035567282	0.002400837	0.030024015
IFT88	ENSG00000032742	4289.254896	-0.809322806	0.192734025	-4.199169336	2.68E-05	0.000825702
BTC	ENSG00000174808	2187.482792	-0.808224783	0.238143162	-3.393860973	0.000689147	0.011310807
ZNF454	ENSG00000178187	247.052861	-0.807269436	0.189790757	-4.253470761	2.10E-05	0.000676269
ATP1B1	ENSG00000143153	29656.25458	-0.803608632	0.177069914	-4.538369126	5.67E-06	0.000232151
ARFGEF3	ENSG00000112379	7221.073173	-0.802931236	0.201176056	-3.991186882	6.57E-05	0.001725271
BRD3OS	ENSG00000235106	6208.704957	-0.802634826	0.202490859	-3.963807691	7.38E-05	0.001897684
CLHC1	ENSG00000162994	929.2755881	-0.801592616	0.21593583	-3.712179743	0.000205482	0.004274144
SPATA6	ENSG00000132122	3749.119289	-0.800856649	0.219986328	-3.640483738	0.000272126	0.005380475
STK36	ENSG00000163482	9090.861833	-0.800551653	0.208843849	-3.833254636	0.000126459	0.002927727
TMEM107	ENSG00000179029	2780.31228	-0.800529955	0.184382387	-4.341683432	1.41E-05	0.000482285
CLUAP1	ENSG00000103351	5203.233189	-0.798330613	0.186636472	-4.277463043	1.89E-05	0.000614909
MIR600HG	ENSG00000236901	3421.507443	-0.797588794	0.228218597	-3.494845752	0.000474336	0.008444761
RNF207	ENSG00000158286	3124.679187	-0.793405277	0.214388165	-3.700788595	0.00021493	0.004441794
MIPEP	ENSG00000027001	3739.517461	-0.793241221	0.195689774	-4.053565014	5.04E-05	0.001379062
DLG5	ENSG00000151208	6513.719447	-0.792820469	0.226201935	-3.504923454	0.000456739	0.008197376
SLC22A23	ENSG00000137266	8581.964196	-0.792213783	0.227314803	-3.485095431	0.000491962	0.008694039
JMJD7-PLA2G4B	ENSG00000168970	9655.310478	-0.791882037	0.240239701	-3.296216369	0.000979965	0.014958237
ENTPD3	ENSG00000168032	1327.248784	-0.791024644	0.223505495	-3.539173141	0.000401382	0.007411802
KREMEN1	ENSG00000183762	11367.85914	-0.790932386	0.274977055	-2.87635776	0.004022935	0.043934841
WDR17	ENSG00000150627	511.5222112	-0.789951052	0.231338012	-3.414704934	0.000638511	0.010686899
PRKAR2A-AS1	ENSG00000224424	182.5848737	-0.789332361	0.255424326	-3.090278727	0.001999687	0.02615493
PFN4	ENSG00000176732	111.6350177	-0.788922073	0.234858167	-3.3591426	0.000781847	0.012539173
DUBR	ENSG00000243701	915.0595822	-0.788541916	0.208593728	-3.780276253	0.000156654	0.003455761
LURAP1	ENSG00000171357	237.7681524	-0.788190291	0.253120834	-3.11388944	0.001846387	0.024562744
SYTL3	ENSG00000164674	4285.201704	-0.787719657	0.255770321	-3.079793049	0.002071445	0.026837422
CALML4	ENSG00000129007	3512.348256	-0.787104526	0.249595975	-3.153514496	0.001613172	0.02210376
CFAP298	ENSG00000159079	11936.39872	-0.78599328	0.194031631	-4.05085128	5.10E-05	0.001389876
KIF27	ENSG00000165115	753.290947	-0.785098967	0.248442314	-3.160085548	0.001577228	0.021785626
NA	ENSG00000273382	137.5159894	-0.784625025	0.253582446	-3.09416144	0.001973701	0.025850269
ZNF185	ENSG00000147394	3414.684985	-0.784475145	0.219677171	-3.571036266	0.000355572	0.00671226
C8orf48	ENSG00000164743	298.6432019	-0.782701621	0.216023851	-3.62321853	0.00029096	0.005698062
GFRA2	ENSG00000168546	2419.377855	-0.782445445	0.26957793	-2.902483315	0.003702169	0.041325334
GET1	ENSG00000182093	5789.205824	-0.781917212	0.193714284	-4.036445822	5.43E-05	0.00146844
MAGI2	ENSG00000187391	1807.042509	-0.7804361	0.233324649	-3.344850638	0.000823269	0.013057998
GALNT12	ENSG00000119514	3165.120239	-0.779802331	0.210099813	-3.711580319	0.000205969	0.004278098
KRTCAP3	ENSG00000157992	2308.373128	-0.776144644	0.19587987	-3.962350205	7.42E-05	0.001905904
ZDHHC23	ENSG00000184307	1771.000021	-0.775268674	0.164624143	-4.709325502	2.49E-06	0.000117486
C12orf75	ENSG00000235162	6856.841025	-0.774451723	0.219713749	-3.524821398	0.000423768	0.007751653
CEP83	ENSG00000173588	2705.007657	-0.773017494	0.20161926	-3.834045875	0.000126053	0.002924096
TPSAB1	ENSG00000172236	12968.95436	-0.771521281	0.205939224	-3.746354213	0.000179423	0.00382044
CBY1	ENSG00000100211	5296.173142	-0.771276656	0.196996097	-3.915187496	9.03E-05	0.002224581
NA	ENSG00000261786	1362.682308	-0.768669981	0.222026872	-3.462058331	0.000536061	0.009313291
WDR92	ENSG00000243667	2860.590514	-0.76810453	0.147974139	-5.190802496	2.09E-07	1.47E-05
NA	ENSG00000270179	350.8173093	-0.767916084	0.223348534	-3.438196217	0.000585603	0.010004952
TMEM234	ENSG00000160055	4099.931006	-0.765696881	0.233408676	-3.280498796	0.001036237	0.015585785
ABCC5	ENSG00000114770	13419.04029	-0.765286737	0.174827554	-4.377380563	1.20E-05	0.000422203
CA8	ENSG00000178538	2218.232464	-0.764865601	0.208182554	-3.674013922	0.00023877	0.004843109
PCLO	ENSG00000186472	955.5132512	-0.764593227	0.23186313	-3.297605909	0.000975129	0.014892314
B3GNTL1	ENSG00000175711	2183.093859	-0.762904955	0.193807642	-3.936402856	8.27E-05	0.002077762
ABCC6P2	ENSG00000255277	309.1309597	-0.762225584	0.211215137	-3.608764004	0.000307659	0.005972284
LINC01123	ENSG00000204588	1155.705683	-0.761334884	0.206530223	-3.686312217	0.000227527	0.004658643
FSD1L	ENSG00000106701	1825.452814	-0.761295659	0.216171395	-3.521722476	0.000428753	0.007826845
SUSD4	ENSG00000143502	2642.334516	-0.760351949	0.179507937	-4.235756699	2.28E-05	0.000719263
FGF14-AS2	ENSG00000272143	396.6320825	-0.760225491	0.23383805	-3.251076941	0.001149687	0.016929514
TPSB2	ENSG00000197253	7332.881721	-0.759978163	0.234467916	-3.241288518	0.001189907	0.017419421
TRMT9B	ENSG00000250305	1581.419978	-0.759918014	0.246797913	-3.079110372	0.002076197	0.026886897
NA	ENSG00000206567	695.420999	-0.755911128	0.250156561	-3.021752158	0.002513162	0.031014127
NA	ENSG00000175772	722.5654411	-0.75555917	0.174359896	-4.333331165	1.47E-05	0.000499774
TACC2	ENSG00000138162	9922.092933	-0.754705291	0.262689181	-2.872997239	0.004065977	0.044270551
GHRL	ENSG00000157017	1562.674687	-0.753197853	0.246529135	-3.055208271	0.002249043	0.028497115
SPINT1-AS1	ENSG00000261183	994.6073742	-0.752368717	0.206529035	-3.642919837	0.000269563	0.005333453
ZNF599	ENSG00000153896	1623.585911	-0.752057712	0.196523668	-3.826804776	0.000129817	0.002978209
SH2D4A	ENSG00000104611	2604.839622	-0.75184096	0.229528903	-3.27558295	0.001054441	0.01581827
PTPRN2	ENSG00000155093	6577.663223	-0.750151211	0.197772229	-3.793005799	0.000148835	0.003318751
CDKN2A	ENSG00000147889	337.8442241	-0.750002261	0.258948343	-2.896339298	0.00377544	0.041915678
NA	ENSG00000258365	227.2106022	-0.749353746	0.249946252	-2.998059541	0.002717046	0.032906317
FBXL2	ENSG00000153558	2430.292478	-0.746872454	0.214772323	-3.47750792	0.000506098	0.008911041
GRAMD2A	ENSG00000175318	3112.475141	-0.74544828	0.251895154	-2.959359358	0.003082794	0.036029685
GON7	ENSG00000170270	3503.746258	-0.744445656	0.218126998	-3.412900111	0.000642755	0.010732964
ZNF774	ENSG00000196391	507.9175305	-0.743698421	0.166817178	-4.458164503	8.27E-06	0.000317723
FAM86B3P	ENSG00000173295	1190.477966	-0.74356492	0.247052154	-3.009748778	0.002614639	0.031945737
CHCHD6	ENSG00000159685	2089.027503	-0.742137421	0.233640195	-3.176411579	0.001491092	0.020827543
MARVELD2	ENSG00000152939	3078.257364	-0.741797651	0.235684706	-3.147415298	0.001647208	0.022484509
PRDX5	ENSG00000126432	39740.86195	-0.740364021	0.194658221	-3.803404847	0.000142721	0.003213366
PLEKHA7	ENSG00000166689	5090.993161	-0.739557156	0.258649127	-2.859306605	0.004245682	0.045794191
DUSP18	ENSG00000167065	2101.310603	-0.737718796	0.230967293	-3.194040094	0.001402966	0.0198665
LRP2BP	ENSG00000109771	1636.962564	-0.73721808	0.219378749	-3.360480832	0.000778069	0.012492504
CCDC121	ENSG00000176714	1446.874554	-0.736401132	0.187231558	-3.93310369	8.39E-05	0.002097348
NA	ENSG00000279908	76.60742482	-0.73595321	0.223456415	-3.2934978	0.000989491	0.015055746
ZBED5-AS1	ENSG00000247271	1686.029997	-0.735814192	0.214783543	-3.425840642	0.0006129	0.010342416
TMEM30B	ENSG00000182107	6257.371265	-0.732338818	0.21606287	-3.389470927	0.000700276	0.011467324
B9D2	ENSG00000123810	2308.715575	-0.732077539	0.214675758	-3.410154675	0.00064926	0.010822762
SNCAIP	ENSG00000064692	2192.443946	-0.731962996	0.211805794	-3.455821399	0.000548619	0.009485667
CAPN5	ENSG00000149260	4950.276085	-0.731272775	0.231525317	-3.15850027	0.001585832	0.021833056
ND5	ENSG00000198786	348742.0567	-0.730728759	0.250688332	-2.914889394	0.003558146	0.040137897
PLS1	ENSG00000120756	3068.244484	-0.730574811	0.203053424	-3.597943805	0.000320743	0.006184559
TFAP2C	ENSG00000087510	994.5612686	-0.729232531	0.198610433	-3.671672826	0.000240968	0.004874904
PER2	ENSG00000132326	3831.076352	-0.728546819	0.227294034	-3.205305512	0.001349192	0.019266139
KRT8	ENSG00000170421	27876.79678	-0.727651637	0.248745725	-2.925282982	0.003441431	0.039174346
ANKRD37	ENSG00000186352	1675.440051	-0.727422084	0.22084504	-3.293812187	0.000988385	0.01504687
UGDH-AS1	ENSG00000249348	304.3178758	-0.726105263	0.236627746	-3.068555035	0.002150967	0.027594492
MKS1	ENSG00000011143	4006.650497	-0.724651775	0.201853203	-3.589993936	0.000330686	0.006325434
NA	ENSG00000278978	477.8231125	-0.724285633	0.214914809	-3.37010575	0.000751393	0.012159142
LMO3	ENSG00000048540	8743.618768	-0.723904569	0.212486151	-3.406831768	0.000657216	0.010930064
C1orf226	ENSG00000239887	1205.775496	-0.722858097	0.249277086	-2.899817669	0.003733798	0.041581653
REM2	ENSG00000139890	347.874577	-0.721653662	0.242418769	-2.976888572	0.002911898	0.034497007
RPGR	ENSG00000156313	3859.845694	-0.72155918	0.179692672	-4.015518125	5.93E-05	0.001585487
WDR19	ENSG00000157796	6853.201674	-0.720953438	0.178751543	-4.033271129	5.50E-05	0.001485277
TRIP13	ENSG00000071539	2712.333743	-0.720488958	0.230437999	-3.126606549	0.001768364	0.023799751
NA	ENSG00000272831	442.7285488	-0.717018538	0.245717857	-2.918056288	0.003522208	0.039820813
ND6	ENSG00000198695	143381.9747	-0.716274816	0.248590198	-2.881347779	0.003959785	0.043492666
FBXO27	ENSG00000161243	567.7408282	-0.714264061	0.232180526	-3.076330624	0.002095653	0.027065799
TPBG	ENSG00000146242	2478.034917	-0.713721982	0.243098916	-2.935932397	0.003325468	0.03820232
PDE6B	ENSG00000133256	1478.98601	-0.712801772	0.178618543	-3.990637032	6.59E-05	0.001727701
C2orf92	ENSG00000228486	958.0357966	-0.712419722	0.194254157	-3.667461917	0.00024497	0.004938513
KIF3A	ENSG00000131437	3229.312645	-0.710611006	0.213318864	-3.331215032	0.000864678	0.013587524
WDR27	ENSG00000184465	3238.691299	-0.710592146	0.209226422	-3.396283023	0.000683077	0.011230393
INTU	ENSG00000164066	3628.403656	-0.709312879	0.249592031	-2.841889127	0.004484709	0.047602093
SDR42E1	ENSG00000184860	1578.14569	-0.709073548	0.155343405	-4.564555207	5.01E-06	0.000209143
ODF2L	ENSG00000122417	13970.7925	-0.707371226	0.180653623	-3.915621583	9.02E-05	0.002222483
NA	ENSG00000260136	418.4337035	-0.706806877	0.209853872	-3.368090707	0.000756907	0.012200356
NOVA1	ENSG00000139910	1047.939481	-0.7057215	0.227926088	-3.096273478	0.001959695	0.02571337
ADPRHL2	ENSG00000116863	9768.119456	-0.705238185	0.206631729	-3.413019819	0.000642473	0.010732964
NA	ENSG00000258593	82.56873784	-0.704560079	0.246844783	-2.854263601	0.004313672	0.046353862
FAM47E-STBD1	ENSG00000272414	1196.938313	-0.699919513	0.221127915	-3.165224587	0.001549633	0.021497882
GOLGA6L10	ENSG00000278662	1294.707455	-0.697442511	0.21464434	-3.249293735	0.001156919	0.017001224
GOLGA6L19	ENSG00000278662	1294.707455	-0.697442511	0.21464434	-3.249293735	0.001156919	0.017001224
AKR7A3	ENSG00000162482	357.7122592	-0.696575391	0.233674397	-2.980965822	0.002873409	0.034164598
NA	ENSG00000260401	879.936799	-0.694305455	0.216609836	-3.205327453	0.001349089	0.019266139
IFT122	ENSG00000163913	9720.113252	-0.694033486	0.18391791	-3.773604681	0.000160906	0.003530604
NA	ENSG00000247934	389.9204965	-0.692653188	0.202442906	-3.421474235	0.000622826	0.010479207
KIAA1841	ENSG00000162929	3868.577987	-0.691384353	0.185809145	-3.720938243	0.000198484	0.004161658
ABHD2	ENSG00000140526	18852.318	-0.690157144	0.149800702	-4.607168965	4.08E-06	0.000178044
LRRC27	ENSG00000148814	3639.280665	-0.689102047	0.185805516	-3.708727604	0.000208303	0.004314128
ABHD11	ENSG00000106077	2957.19949	-0.685452732	0.202346438	-3.38752063	0.000705274	0.01152949
CROCCP3	ENSG00000080947	1860.702335	-0.682926712	0.213750164	-3.19497631	0.001398423	0.019811913
SCUBE3	ENSG00000146197	943.1389985	-0.682701476	0.216273435	-3.156658957	0.001595879	0.021939904
MCAT	ENSG00000100294	2774.851081	-0.680915775	0.231776704	-2.937809379	0.003305402	0.038031938
LOC101927809	ENSG00000260552	149.6027351	-0.680498934	0.193430853	-3.518047532	0.000434734	0.007905961
IFT43	ENSG00000119650	4036.780159	-0.680300206	0.199451067	-3.41086271	0.000647577	0.010800952
NA	ENSG00000179362	133.5477134	-0.679320016	0.234972881	-2.891057102	0.003839484	0.042495598
TTLL3	ENSG00000214021	19516.02479	-0.678263243	0.180440888	-3.758922099	0.000170647	0.003690897
MAP9	ENSG00000164114	4616.631758	-0.675399023	0.212035988	-3.185303732	0.001446022	0.020296474
MYCBP	ENSG00000214114	5393.949552	-0.675099586	0.184739224	-3.654338099	0.000257846	0.005147628
GSTO2	ENSG00000065621	2228.631113	-0.674828518	0.221484501	-3.046843079	0.002312584	0.029183202
NA	ENSG00000263345	467.4126072	-0.674225176	0.202602114	-3.327828937	0.000875256	0.013708851
SMYD2	ENSG00000143499	7454.937761	-0.674085007	0.190132798	-3.545337852	0.00039211	0.007259207
CSPP1	ENSG00000104218	7849.365862	-0.674050831	0.227408174	-2.964057182	0.003036119	0.035616864
USP54	ENSG00000166348	7560.99964	-0.673323717	0.165179147	-4.076323968	4.58E-05	0.001273835
ZNF165	ENSG00000197279	320.0015735	-0.669735202	0.203466021	-3.291631687	0.00099608	0.015139991
SLC44A3	ENSG00000143036	2414.018505	-0.669675138	0.215480519	-3.107822188	0.001884714	0.024923986
NA	ENSG00000223343	598.6071706	-0.669643195	0.211281173	-3.169440917	0.001527325	0.021240886
ATP9A	ENSG00000054793	10941.18939	-0.666765432	0.231533017	-2.879785524	0.003979458	0.043575437
DUSP14	ENSG00000276023	2299.087115	-0.664578331	0.226444829	-2.934835535	0.003337245	0.038306465
WDR60	ENSG00000126870	7726.07016	-0.661971849	0.177350765	-3.732557042	0.000189546	0.003999185
RASSF9	ENSG00000198774	4048.790103	-0.661593627	0.224175344	-2.9512328	0.003165083	0.036770137
WDR35	ENSG00000118965	4046.438221	-0.660997593	0.18905731	-3.4962816	0.000471791	0.008408196
ERP27	ENSG00000139055	3308.900588	-0.660001131	0.162875187	-4.052189551	5.07E-05	0.001385881
HOOK1	ENSG00000134709	2204.075689	-0.659377946	0.215642294	-3.05773944	0.002230134	0.028332346
GOLM1	ENSG00000135052	18184.09818	-0.658662676	0.187555774	-3.51182297	0.000445044	0.008052757
NA	ENSG00000257386	691.278071	-0.658204673	0.224189673	-2.935927714	0.003325518	0.03820232
CHURC1-FNTB	ENSG00000125954	153.5440692	-0.657679291	0.206273035	-3.18839199	0.001430664	0.020139838
DYNC2LI1	ENSG00000138036	3882.987926	-0.657659252	0.211324537	-3.112081832	0.00185773	0.024668049
RALGPS1	ENSG00000136828	3162.386279	-0.653289957	0.157667193	-4.143474278	3.42E-05	0.001013158
SORD2P	ENSG00000259479	739.6463357	-0.653270822	0.209334821	-3.120698311	0.001804228	0.024191946
TMEM159	ENSG00000011638	4275.151189	-0.651334653	0.16848339	-3.865868641	0.000110695	0.002624937
RUVBL2	ENSG00000183207	16410.69092	-0.651289041	0.209541974	-3.108155512	0.00188259	0.024917699
NA	ENSG00000231154	100.7520344	-0.645333398	0.22832335	-2.826401231	0.004707426	0.049386799
MAP7	ENSG00000135525	3231.178867	-0.645118308	0.19345329	-3.334749741	0.000853762	0.013452709
HHAT	ENSG00000054392	1528.319953	-0.642289726	0.21198872	-3.029829722	0.002446917	0.030494713
BBS1	ENSG00000174483	8720.559499	-0.637037072	0.222912109	-2.857794826	0.004265961	0.045961263
TMEM254	ENSG00000133678	4842.896207	-0.634985959	0.203747454	-3.116534443	0.001829903	0.024372322
PBLD	ENSG00000108187	1351.042521	-0.633767837	0.187167848	-3.386093519	0.000708952	0.011576469
FAIM	ENSG00000158234	1877.05336	-0.632910847	0.192796566	-3.28279107	0.001027848	0.015491985
CDRT4	ENSG00000239704	4717.50767	-0.63217756	0.144027767	-4.389275573	1.14E-05	0.0004047
ARL6	ENSG00000113966	988.2176355	-0.632093644	0.190325683	-3.321115864	0.000896583	0.013936735
CDC14B	ENSG00000081377	3223.629339	-0.631607965	0.170101363	-3.713127014	0.000204714	0.00426125
HSPA1L	ENSG00000204390	763.7127509	-0.627123748	0.182310193	-3.439872113	0.000581989	0.009960941
PBX4	ENSG00000105717	1145.08248	-0.626340748	0.214245988	-2.923465466	0.003461586	0.039336983
MAPK10	ENSG00000109339	3424.071525	-0.625138212	0.19186667	-3.258190758	0.00112125	0.016629854
MET	ENSG00000105976	15223.61767	-0.625016753	0.220720943	-2.831705705	0.004630044	0.048752637
DAPK1	ENSG00000196730	26021.7659	-0.624643161	0.113991162	-5.47975078	4.26E-08	3.96E-06
CRY2	ENSG00000121671	11604.33979	-0.623466747	0.20925232	-2.979497418	0.002887217	0.034261003
ATP13A4	ENSG00000127249	5067.388467	-0.620040717	0.216781168	-2.860214853	0.004233541	0.045714619
RBFADN	ENSG00000261126	217.9769793	-0.619211621	0.19901823	-3.111331164	0.001862459	0.024708056
ZNF391	ENSG00000124613	711.8075628	-0.618749697	0.204315965	-3.028396227	0.002458555	0.030546777
ZCWPW1	ENSG00000078487	1407.778633	-0.618719356	0.206625455	-2.994400453	0.002749848	0.033108666
NA	ENSG00000259948	4739.449421	-0.617690692	0.195081553	-3.166320354	0.001543807	0.021439029
ESRP1	ENSG00000104413	6772.818729	-0.615329803	0.181791427	-3.384812006	0.00071227	0.011610891
ABO	ENSG00000175164	6147.608456	-0.615121233	0.170399977	-3.609866873	0.000306354	0.005950961
RTL10	ENSG00000215012	7966.029703	-0.614702682	0.188515203	-3.260759196	0.001111144	0.016496958
NA	ENSG00000277534	536.7188002	-0.612184644	0.203144052	-3.013549446	0.00258211	0.031658335
RPL32P3	ENSG00000251474	2497.975479	-0.60927465	0.16690342	-3.650462353	0.000261769	0.005211478
RAB11FIP4	ENSG00000131242	6262.338393	-0.608559513	0.214155129	-2.841676098	0.004487706	0.047602093
BBS4	ENSG00000140463	4469.21552	-0.605502893	0.147838518	-4.095704569	4.21E-05	0.001193742
PPP1R14C	ENSG00000198729	5592.574111	-0.602412009	0.19863725	-3.032724268	0.002423569	0.030268857
HMGN3-AS1	ENSG00000270362	415.2397914	-0.60131175	0.189650746	-3.170626863	0.001521104	0.021174826
MACC1	ENSG00000183742	1955.215755	-0.598709176	0.138269266	-4.330023541	1.49E-05	0.000505548
C8orf37	ENSG00000156172	929.1433191	-0.598669297	0.178263071	-3.358347256	0.0007841	0.012561315
ALMS1	ENSG00000116127	3495.495762	-0.597464566	0.155639296	-3.838777097	0.000123649	0.002877604
TOM1L1	ENSG00000141198	2836.074855	-0.597445281	0.167154235	-3.57421564	0.000351279	0.006653046
ERICH2	ENSG00000239467	1227.091539	-0.597062773	0.183580986	-3.252312695	0.0011447	0.016881981
ABITRAM	ENSG00000119328	3963.360971	-0.595383947	0.182572731	-3.261078168	0.001109894	0.016496958
